latitude,longitude
48.6,-122.96039465547098
48.6,-122.94039465547098
48.6,-122.92039465547099
48.6,-122.90039465547099
48.6,-122.88039465547099
48.6,-122.860394655471
48.6,-122.840394655471
48.6,-122.82039465547101
48.6,-122.80039465547101
48.6,-122.78039465547101
48.6,-122.76039465547102
48.6,-122.74039465547102
48.6,-122.72039465547103
48.6,-122.70039465547103
48.6,-122.68039465547103
48.6,-122.66039465547104
48.6,-122.64039465547104
48.6,-122.62039465547105
48.6,-122.60039465547105
48.6,-122.58039465547105
48.6,-122.56039465547106
48.6,-122.54039465547106
48.6,-122.52039465547107
48.6,-122.50039465547107
48.6,-122.48039465547107
48.6,-122.46039465547108
48.6,-122.44039465547108
48.6,-122.42039465547109
48.6,-122.40039465547109
48.6,-122.38039465547109
48.6,-122.3603946554711
48.6,-122.3403946554711
48.6,-122.32039465547111
48.6,-122.30039465547111
48.6,-122.28039465547111
48.6,-122.26039465547112
48.6,-122.24039465547112
48.6,-122.22039465547113
48.6,-122.20039465547113
48.6,-122.18039465547113
48.6,-122.16039465547114
48.6,-122.14039465547114
48.6,-122.12039465547115
48.6,-122.10039465547115
48.6,-122.08039465547115
48.6,-122.06039465547116
48.6,-122.04039465547116
48.6,-122.02039465547116
48.6,-122.00039465547117
48.6,-121.98039465547117
48.6,-121.96039465547118
48.6,-121.94039465547118
48.6,-121.92039465547118
48.6,-121.90039465547119
48.6,-121.88039465547119
48.6,-121.8603946554712
48.6,-121.8403946554712
48.6,-121.8203946554712
48.6,-121.80039465547121
48.6,-121.78039465547121
48.6,-121.76039465547122
48.6,-121.74039465547122
48.6,-121.72039465547122
48.6,-121.70039465547123
48.6,-121.68039465547123
48.6,-121.66039465547124
48.6,-121.64039465547124
48.6,-121.62039465547124
48.6,-121.60039465547125
48.6,-121.58039465547125
48.6,-121.56039465547126
48.6,-121.54039465547126
48.6,-121.52039465547126
48.6,-121.50039465547127
48.6,-121.48039465547127
48.6,-121.46039465547128
48.6,-121.44039465547128
48.6,-121.42039465547128
48.6,-121.40039465547129
48.6,-121.38039465547129
48.6,-121.3603946554713
48.6,-121.3403946554713
48.6,-121.3203946554713
48.6,-121.30039465547131
48.6,-121.28039465547131
48.6,-121.26039465547132
48.6,-121.24039465547132
48.6,-121.22039465547132
48.6,-121.20039465547133
48.6,-121.18039465547133
48.6,-121.16039465547134
48.6,-121.14039465547134
48.6,-121.12039465547134
48.58,-123.68039465547083
48.58,-123.66039465547084
48.58,-123.64039465547084
48.58,-123.62039465547085
48.58,-123.60039465547085
48.58,-123.58039465547085
48.58,-123.56039465547086
48.58,-123.54039465547086
48.58,-123.52039465547087
48.58,-123.50039465547087
48.58,-123.48039465547087
48.58,-123.46039465547088
48.58,-123.44039465547088
48.58,-123.42039465547089
48.58,-123.40039465547089
48.58,-123.38039465547089
48.58,-123.3603946554709
48.58,-123.3403946554709
48.58,-123.32039465547091
48.58,-123.30039465547091
48.58,-123.28039465547091
48.58,-123.26039465547092
48.58,-123.24039465547092
48.58,-123.22039465547093
48.58,-123.20039465547093
48.58,-123.18039465547093
48.58,-123.16039465547094
48.58,-123.14039465547094
48.58,-123.12039465547095
48.58,-123.10039465547095
48.58,-123.08039465547095
48.58,-123.06039465547096
48.58,-123.04039465547096
48.58,-123.02039465547097
48.58,-123.00039465547097
48.58,-122.98039465547097
48.58,-122.96039465547098
48.58,-122.94039465547098
48.58,-122.92039465547099
48.58,-122.90039465547099
48.58,-122.88039465547099
48.58,-122.860394655471
48.58,-122.840394655471
48.58,-122.82039465547101
48.58,-122.80039465547101
48.58,-122.78039465547101
48.58,-122.76039465547102
48.58,-122.74039465547102
48.58,-122.72039465547103
48.58,-122.70039465547103
48.58,-122.68039465547103
48.58,-122.66039465547104
48.58,-122.64039465547104
48.58,-122.62039465547105
48.58,-122.60039465547105
48.58,-122.58039465547105
48.58,-122.56039465547106
48.58,-122.54039465547106
48.58,-122.52039465547107
48.58,-122.50039465547107
48.58,-122.48039465547107
48.58,-122.46039465547108
48.58,-122.44039465547108
48.58,-122.42039465547109
48.58,-122.40039465547109
48.58,-122.38039465547109
48.58,-122.3603946554711
48.58,-122.3403946554711
48.58,-122.32039465547111
48.58,-122.30039465547111
48.58,-122.28039465547111
48.58,-122.26039465547112
48.58,-122.24039465547112
48.58,-122.22039465547113
48.58,-122.20039465547113
48.58,-122.18039465547113
48.58,-122.16039465547114
48.58,-122.14039465547114
48.58,-122.12039465547115
48.58,-122.10039465547115
48.58,-122.08039465547115
48.58,-122.06039465547116
48.58,-122.04039465547116
48.58,-122.02039465547116
48.58,-122.00039465547117
48.58,-121.98039465547117
48.58,-121.96039465547118
48.58,-121.94039465547118
48.58,-121.92039465547118
48.58,-121.90039465547119
48.58,-121.88039465547119
48.58,-121.8603946554712
48.58,-121.8403946554712
48.58,-121.8203946554712
48.58,-121.80039465547121
48.58,-121.78039465547121
48.58,-121.76039465547122
48.58,-121.74039465547122
48.58,-121.72039465547122
48.58,-121.70039465547123
48.58,-121.68039465547123
48.58,-121.66039465547124
48.58,-121.64039465547124
48.58,-121.62039465547124
48.58,-121.60039465547125
48.58,-121.58039465547125
48.58,-121.56039465547126
48.58,-121.54039465547126
48.58,-121.52039465547126
48.58,-121.50039465547127
48.58,-121.48039465547127
48.58,-121.46039465547128
48.58,-121.44039465547128
48.58,-121.42039465547128
48.58,-121.40039465547129
48.58,-121.38039465547129
48.58,-121.3603946554713
48.58,-121.3403946554713
48.58,-121.3203946554713
48.58,-121.30039465547131
48.58,-121.28039465547131
48.58,-121.26039465547132
48.58,-121.24039465547132
48.58,-121.22039465547132
48.58,-121.20039465547133
48.58,-121.18039465547133
48.58,-121.16039465547134
48.58,-121.14039465547134
48.58,-121.12039465547134
48.56,-123.68039465547083
48.56,-123.66039465547084
48.56,-123.64039465547084
48.56,-123.62039465547085
48.56,-123.60039465547085
48.56,-123.58039465547085
48.56,-123.56039465547086
48.56,-123.54039465547086
48.56,-123.52039465547087
48.56,-123.50039465547087
48.56,-123.48039465547087
48.56,-123.46039465547088
48.56,-123.44039465547088
48.56,-123.42039465547089
48.56,-123.40039465547089
48.56,-123.38039465547089
48.56,-123.3603946554709
48.56,-123.3403946554709
48.56,-123.32039465547091
48.56,-123.30039465547091
48.56,-123.28039465547091
48.56,-123.26039465547092
48.56,-123.24039465547092
48.56,-123.22039465547093
48.56,-123.20039465547093
48.56,-123.18039465547093
48.56,-123.16039465547094
48.56,-123.14039465547094
48.56,-123.12039465547095
48.56,-123.10039465547095
48.56,-123.08039465547095
48.56,-123.06039465547096
48.56,-123.04039465547096
48.56,-123.02039465547097
48.56,-123.00039465547097
48.56,-122.98039465547097
48.56,-122.96039465547098
48.56,-122.94039465547098
48.56,-122.92039465547099
48.56,-122.90039465547099
48.56,-122.88039465547099
48.56,-122.860394655471
48.56,-122.840394655471
48.56,-122.82039465547101
48.56,-122.80039465547101
48.56,-122.78039465547101
48.56,-122.76039465547102
48.56,-122.74039465547102
48.56,-122.72039465547103
48.56,-122.70039465547103
48.56,-122.68039465547103
48.56,-122.66039465547104
48.56,-122.64039465547104
48.56,-122.62039465547105
48.56,-122.60039465547105
48.56,-122.58039465547105
48.56,-122.56039465547106
48.56,-122.54039465547106
48.56,-122.52039465547107
48.56,-122.50039465547107
48.56,-122.48039465547107
48.56,-122.46039465547108
48.56,-122.44039465547108
48.56,-122.42039465547109
48.56,-122.40039465547109
48.56,-122.38039465547109
48.56,-122.3603946554711
48.56,-122.3403946554711
48.56,-122.32039465547111
48.56,-122.30039465547111
48.56,-122.28039465547111
48.56,-122.26039465547112
48.56,-122.24039465547112
48.56,-122.22039465547113
48.56,-122.20039465547113
48.56,-122.18039465547113
48.56,-122.16039465547114
48.56,-122.14039465547114
48.56,-122.12039465547115
48.56,-122.10039465547115
48.56,-122.08039465547115
48.56,-122.06039465547116
48.56,-122.04039465547116
48.56,-122.02039465547116
48.56,-122.00039465547117
48.56,-121.98039465547117
48.56,-121.96039465547118
48.56,-121.94039465547118
48.56,-121.92039465547118
48.56,-121.90039465547119
48.56,-121.88039465547119
48.56,-121.8603946554712
48.56,-121.8403946554712
48.56,-121.8203946554712
48.56,-121.80039465547121
48.56,-121.78039465547121
48.56,-121.76039465547122
48.56,-121.74039465547122
48.56,-121.72039465547122
48.56,-121.70039465547123
48.56,-121.68039465547123
48.56,-121.66039465547124
48.56,-121.64039465547124
48.56,-121.62039465547124
48.56,-121.60039465547125
48.56,-121.58039465547125
48.56,-121.56039465547126
48.56,-121.54039465547126
48.56,-121.52039465547126
48.56,-121.50039465547127
48.56,-121.48039465547127
48.56,-121.46039465547128
48.56,-121.44039465547128
48.56,-121.42039465547128
48.56,-121.40039465547129
48.56,-121.38039465547129
48.56,-121.3603946554713
48.56,-121.3403946554713
48.56,-121.3203946554713
48.56,-121.30039465547131
48.56,-121.28039465547131
48.56,-121.26039465547132
48.56,-121.24039465547132
48.56,-121.22039465547132
48.56,-121.20039465547133
48.56,-121.18039465547133
48.56,-121.16039465547134
48.56,-121.14039465547134
48.56,-121.12039465547134
48.54,-123.68039465547083
48.54,-123.66039465547084
48.54,-123.64039465547084
48.54,-123.62039465547085
48.54,-123.60039465547085
48.54,-123.58039465547085
48.54,-123.56039465547086
48.54,-123.54039465547086
48.54,-123.52039465547087
48.54,-123.50039465547087
48.54,-123.48039465547087
48.54,-123.46039465547088
48.54,-123.44039465547088
48.54,-123.42039465547089
48.54,-123.40039465547089
48.54,-123.38039465547089
48.54,-123.3603946554709
48.54,-123.3403946554709
48.54,-123.32039465547091
48.54,-123.30039465547091
48.54,-123.28039465547091
48.54,-123.26039465547092
48.54,-123.24039465547092
48.54,-123.22039465547093
48.54,-123.20039465547093
48.54,-123.18039465547093
48.54,-123.16039465547094
48.54,-123.14039465547094
48.54,-123.12039465547095
48.54,-123.10039465547095
48.54,-123.08039465547095
48.54,-123.06039465547096
48.54,-123.04039465547096
48.54,-123.02039465547097
48.54,-123.00039465547097
48.54,-122.98039465547097
48.54,-122.96039465547098
48.54,-122.94039465547098
48.54,-122.92039465547099
48.54,-122.90039465547099
48.54,-122.88039465547099
48.54,-122.860394655471
48.54,-122.840394655471
