latitude,longitude
48.14854472,8.212656111
48.17000000,8.321388889
48.16888889,8.680555556
48.16666667,8.882777778
48.16666667,8.953427778
48.16666667,9.550000000
47.97333333,9.550000000
47.89000000,9.550000000
47.89805556,9.835555556
47.81527778,9.905000000
47.81805556,9.972500000
47.65944444,9.965833333
47.53643944,9.948637222
47.33666667,9.924722222
47.40845194,9.651910556
47.39611111,9.663333333
47.39611111,9.281111111
47.37111111,9.178888889
47.34694444,9.081111111
47.27333333,9.045555556
47.27108667,9.036465556
47.25527778,8.972500000
47.19527778,8.894722222
47.17630278,8.743665000
47.14472222,8.492222222
47.14276111,8.455774444
47.13833333,8.370555556
47.13138889,7.994722222
47.14861111,7.982222222
47.32000000,7.858611389
47.39277778,7.805833333
47.43055556,7.778611111
47.56222222,7.763888889
47.59416667,7.838888889
47.69694444,8.159166667
47.70416667,8.181388889
47.73874278,8.183815833
47.96267083,8.199628889
