latitude,longitude
41/54/21,-070/53/00
41/47/59,-070/42/00
41/42/09,-070/47/14
41/33/50,-070/49/59
41/26/14,-071/01/49
40/57/49,-071/01/46
40/45/53,-071/51/09
41/03/53,-072/10/26
41/07/30,-072/15/00
41/21/44,-072/23/00
41/29/00,-072/28/00
41/36/24,-072/09/15
41/48/09,-072/03/45
41/59/44,-071/55/29
42/06/00,-071/29/00
42/00/56,-071/21/38
41/55/01,-071/13/13
