latitude,longitude
35.42611111,-79.57888861
35.70416611,-79.49166611
36.24166667,-79.3227775
36.43333306,-78.78333306
36.46666667,-78.68888833
36.46527778,-78.28249972
36.38138861,-78.12916639
36.12083306,-78.09583306
35.9275,-78.21833333
35.69416667,-78.155
35.52194444,-78.36416611
35.4777775,-78.6175
35.53444444,-79.08361083
