latitude,longitude
47.6075,17.5
47.6075,16.82416667
47.56027778,16.68888889
47.42055556,16.58416667
47.23777778,16.44055556
47.29416667,16.26833333
47.71277778,14.99888889
47.81583333,15.34555556
48.12611111,15.38638889
48.285,15.40777778
48.59083333,15.44944444
48.75166667,15.15888889
48.84777778,14.98666667
48.88388889,15.11388889
48.88166667,15.65972222
48.87083333,15.84944444
48.78944444,16.00333333
48.7475,16.08444444
48.75583333,16.18194444
48.76805556,16.43166667
48.77861111,16.60361111
48.73333333,16.72472222
48.7175,16.885
48.61638889,16.94055556
48.59777778,16.93111111
48.56416667,16.93444444
48.53583333,16.95055556
48.52277778,16.93972222
48.51833333,16.9175
48.49361111,16.895
48.47,16.87666667
48.45666667,16.85388889
48.41166667,16.85916667
48.37694444,16.84361111
48.35527778,16.84694444
48.32611111,16.91055556
48.30083333,16.90027778
48.27472222,16.92611111
48.26777778,16.95166667
48.23638889,16.95611111
48.20111111,16.97472222
48.17055556,16.98527778
48.14861111,17.01666667
48.13694444,17.06138889
48.13083333,17.07333333
48.09888889,17.09
48.02611111,17.12944444
48.02333333,17.24472222
47.99722222,17.25861111
47.99416667,17.27666667
47.99638889,17.30194444
47.96972222,17.37527778
47.81777778,17.56416667
47.82,17.595
47.74694444,17.5
47.6075,17.5
