latitude,longitude
45.10136111,-122.3578528
45.08322111,-122.4135517
45.07933944,-122.4254553
45.06116667,-122.4811111
45.0620125,-122.5424067
45.06390139,-122.6889378
45.06463611,-122.7502389
45.08057806,-122.8072514
45.09825694,-122.8706314
45.11413889,-122.9277111
45.19533889,-122.9047139
45.21421694,-122.9600275
45.27956111,-123.1523806
45.29831944,-123.2078583
45.33749417,-123.2341039
45.4351075,-123.2996772
45.47426111,-123.32605
45.51755583,-123.3247581
45.66169444,-123.3204422
45.70498889,-123.3191417
45.74499361,-123.2953933
45.79315889,-123.2667514
45.83315278,-123.2429278
45.85225833,-123.2331444
45.88126889,-123.1869733
45.96619917,-123.0513556
45.99513611,-123.0049944
46.00836917,-122.9456358
46.0851725,-122.5977939
46.09819444,-122.5382417
46.09795139,-122.4757931
46.09732917,-122.3444769
46.09698056,-122.2820306
46.06315472,-122.2430514
46.03807944,-122.2141961
46.00423056,-122.1753
45.973345,-122.1316133
45.89783417,-122.0251083
45.86689167,-121.9815889
45.825795,-121.9619944
45.69371917,-121.8992286
45.65260833,-121.8797556
45.60962083,-121.8872292
45.51343083,-121.9039106
45.47044167,-121.9113472
45.46246056,-121.8506592
45.46146722,-121.8431244
45.45345,-121.7824556
45.41353833,-121.8063989
45.35167722,-121.8434372
45.31175278,-121.8672944
45.27664694,-121.9033361
45.21581167,-121.9656606
45.180675,-122.0015806
45.17550111,-122.0625731
45.17053722,-122.1207211
45.1653,-122.1816917
45.1455175,-122.2363175
45.12120167,-122.3033114
