latitude,longitude,elevation
41.736772700,-71.363529300,0.0	
41.734233600,-71.362721300,0.0	
41.731666800,-71.362091200,0.0	
41.729079300,-71.361640900,0.0	
41.726477900,-71.361371300,0.0	
41.723869500,-71.361283200,0.0	
41.721261400,-71.361376700,0.0	
41.718660200,-71.361651600,-0.0	
41.716073200,-71.362107200,1.9	
41.713507100,-71.362742200,0.0	
41.710969000,-71.363555100,0.0	
41.708465600,-71.364543700,0.0	
41.706003700,-71.365705500,1.5	
41.703589900,-71.367037400,4.3	
41.701230900,-71.368535900,8.8	
41.698932900,-71.370197200,17.7	
41.696702300,-71.372017000,14.8	
41.694545200,-71.373990300,14.8	
41.692467600,-71.376112000,15.1	
41.690475200,-71.378376500,28.5	
41.688573500,-71.380777800,39.1	
41.686767900,-71.383309400,15.0	
41.685063400,-71.385964500,12.9	
41.683464700,-71.388736100,1.5	
41.681976500,-71.391616400,0.6	
41.680603000,-71.394597800,0.0	
41.679348000,-71.397672200,0.0	
41.678215200,-71.400831000,0.0	
41.677207900,-71.404065600,0.0	
41.676328800,-71.407367000,0.0	
41.675580600,-71.410726000,0.0	
41.674965500,-71.414133400,0.0	
41.674485200,-71.417579800,0.0	
41.674141100,-71.421055400,0.0	
41.673934300,-71.424550600,0.0	
41.673865200,-71.428055600,0.0	
41.673934300,-71.431560600,0.0	
41.674141100,-71.435055800,0.0	
41.674485200,-71.438531400,0.0	
41.674965500,-71.441977800,0.6	
41.675580600,-71.445385200,0.7	
41.676328800,-71.448744200,12.0	
41.677207900,-71.452045600,39.0	
41.678215200,-71.455280200,52.9	
41.679348000,-71.458439000,61.8	
41.680603000,-71.461513400,59.2	
41.681976500,-71.464494800,50.8	
41.683464700,-71.467375100,46.1	
41.685063400,-71.470146700,46.9	
41.686767900,-71.472801800,48.5	
41.688573500,-71.475333400,47.0	
41.690475200,-71.477734700,41.2	
41.692467600,-71.479999200,32.5	
41.694545200,-71.482120900,29.2	
41.696702300,-71.484094200,37.4	
41.698932900,-71.485914000,41.6	
41.701230900,-71.487575300,45.4	
41.703589900,-71.489073800,62.1	
41.706003700,-71.490405700,60.2	
41.708465600,-71.491567500,38.8	
41.710969000,-71.492556100,33.0	
41.713507100,-71.493369000,19.9	
41.716073200,-71.494004000,31.0	
41.718660200,-71.494459600,21.9	
41.721261400,-71.494734500,44.2	
41.723869500,-71.494828000,35.8	
41.726477900,-71.494739900,14.0	
41.729079300,-71.494470300,16.6	
41.731666800,-71.494020000,14.3	
41.734233600,-71.493389900,22.4	
41.736772700,-71.492581900,19.3	
41.739277100,-71.491597800,18.7	
41.741740300,-71.490440200,21.1	
41.744155500,-71.489112200,18.3	
41.746516100,-71.487617000,17.4	
41.748815800,-71.485958600,17.9	
41.751048100,-71.484141400,12.7	
41.753207100,-71.482170000,16.3	
41.755286600,-71.480049700,17.1	
41.757281000,-71.477786000,22.2	
41.759184700,-71.475385100,24.6	
41.760992300,-71.472853200,31.0	
41.762698800,-71.470197200,41.6	
41.764299400,-71.467424300,52.9	
41.765789400,-71.464542000,54.7	
41.767164800,-71.461558200,46.3	
41.768421400,-71.458480800,28.6	
41.769555800,-71.455318700,15.0	
41.770564600,-71.452080300,9.6	
41.771444900,-71.448774700,10.7	
41.772194200,-71.445411100,12.4	
41.772810200,-71.441998800,18.6	
41.773291200,-71.438547400,18.4	
41.773635800,-71.435066500,14.5	
41.773843000,-71.431566000,14.2	
41.773912100,-71.428055600,15.9	
41.790586400,-71.428055600,19.5	
41.790494200,-71.423373900,14.1	
41.790218000,-71.418705300,11.2	
41.789758400,-71.414063000,13.7	
41.789116800,-71.409460000,19.7	
41.788295200,-71.404909200,17.3	
41.787296000,-71.400423400,17.6	
41.786122000,-71.396015000,16.5	
41.784776600,-71.391696300,9.1	
41.783263800,-71.387479300,0.0	
41.781587800,-71.383375500,0.0	
41.779753600,-71.379396500,0.0	
41.777766500,-71.375553000,0.0	
41.775632000,-71.371855500,0.0	
41.773356200,-71.368314100,0.0	
41.770945600,-71.364938100,9.4	
41.768406900,-71.361736900,11.1	
41.765747300,-71.358718900,10.2	
41.762974100,-71.355892100,5.3	
41.760095100,-71.353264000,2.8	
41.757118200,-71.350841600,6.1	
41.754051700,-71.348631100,5.3	
41.750903800,-71.346638300,5.0	
41.747683200,-71.344868400,4.3	
41.744398700,-71.343325900,6.4	
41.741059200,-71.342014900,5.2	
41.737673600,-71.340938500,4.2	
41.734251000,-71.340099600,0.4	
41.730800900,-71.339500300,0.1	
41.727332200,-71.339142000,9.6	
41.723854500,-71.339025700,0.0	
41.720376900,-71.339151600,0.0	
41.716908800,-71.339519300,0.0	
41.713459500,-71.340127900,0.0	
41.710038300,-71.340975800,0.0	
41.706654400,-71.342060700,0.0	
41.703316700,-71.343379900,0.0	
41.700034400,-71.344929800,0.0	
41.696816400,-71.346706500,0.0	
41.693671300,-71.348705300,0.0	
41.690607700,-71.350921000,0.0	
41.687634000,-71.353347900,0.0	
41.684758300,-71.355979400,0.0	
41.681988600,-71.358808700,0.0	
41.679332500,-71.361828200,0.0	
41.676797400,-71.365030000,0.0	
41.674390300,-71.368405400,0.0	
41.672118100,-71.371945400,0.0	
41.669987000,-71.375640400,4.2	
41.668003100,-71.379480600,12.5	
41.666172100,-71.383455200,0.0	
41.664499200,-71.387553700,0.0	
41.662989200,-71.391764600,0.0	
41.661646300,-71.396076600,0.0	
41.660474500,-71.400477500,0.0	
41.659477200,-71.404955300,0.0	
41.658657200,-71.409497500,0.3	
41.658017000,-71.414091400,1.0	
41.657558300,-71.418724400,2.0	
41.657282600,-71.423383500,4.8	
41.657190600,-71.428055600,4.6	
41.657282600,-71.432727700,9.2	
41.657558300,-71.437386800,12.3	
41.658017000,-71.442019800,0.1	
41.658657200,-71.446613700,2.8	
41.659477200,-71.451155900,26.4	
41.660474500,-71.455633700,37.4	
41.661646300,-71.460034600,41.0	
41.662989200,-71.464346600,19.1	
41.664499200,-71.468557500,22.4	
41.666172100,-71.472656000,32.1	
41.668003100,-71.476630600,32.2	
41.669987000,-71.480470800,32.1	
41.672118100,-71.484165800,49.9	
41.674390300,-71.487705800,63.9	
41.676797400,-71.491081200,87.7	
41.679332500,-71.494283000,92.1	
41.681988600,-71.497302500,85.6	
41.684758300,-71.500131800,75.6	
41.687634000,-71.502763300,63.1	
41.690607700,-71.505190200,53.7	
41.693671300,-71.507405900,48.9	
41.696816400,-71.509404700,46.3	
41.700034400,-71.511181400,52.6	
41.703316700,-71.512731300,63.4	
41.706654400,-71.514050500,74.0	
41.710038300,-71.515135400,61.4	
41.713459500,-71.515983300,19.4	
41.716908800,-71.516591900,24.9	
41.720376900,-71.516959600,29.7	
41.723854500,-71.517085500,55.8	
41.727332200,-71.516969200,73.9	
41.730800900,-71.516610900,84.5	
41.734251000,-71.516011600,87.0	
41.737673600,-71.515172700,77.2	
41.741059200,-71.514096300,78.9	
41.744398700,-71.512785300,83.5	
41.747683200,-71.511242800,91.7	
41.750903800,-71.509472900,85.7	
41.754051700,-71.507480100,83.1	
41.757118200,-71.505269600,87.2	
41.760095100,-71.502847200,88.9	
41.762974100,-71.500219100,73.5	
41.765747300,-71.497392300,65.4	
41.768406900,-71.494374300,71.7	
41.770945600,-71.491173100,87.9	
41.773356200,-71.487797100,73.6	
41.775632000,-71.484255700,64.1	
41.777766500,-71.480558200,32.5	
